"Condition","Duration.of.Fixation","Horizontal.Dispersion","Vertical.Dispersion","Velocity.Horizontal","Velocity.Vertical"
1,0.261676907591301,-0.00657214757274005,0.23511796309667,-0.207429618438936,-0.114605498543031
1,2.7678579120422,-0.00187964784637001,0.00851553376683095,-0.009895430933858,0.0200152327938072
1,-1.824920350458,0.035498172671615,0.0294806029522899,0.191245316522808,0.0871570546652802
1,5.7013849539447,-0.178907985872692,-0.203454172703649,0.044100193115347,-0.104666623279493
0,-0.260625312101197,-0.023686993102306,-0.102386151570816,0.248746725279425,-0.139044095271123
0,-30.67865554135,-0.751004109029051,-0.720830912058369,-0.079228812052942,0.057379806476954
1,-3.0990566037736,-0.014040419965447,-0.027380940318758,0.0572087067322118,-0.0551187509863744
0,-26.4990903338076,-1.63384745809267,-1.3172025912959,-0.052370849932353,-0.0870983422005615
1,-4.81265769554241,-0.110590721713891,-0.309870606606751,0.0410466044528204,-0.0294279336048075
1,-3.527980766189,-0.0869920610198999,0.034833276243561,-0.050278890913691,0.049325725013917
0,10.1059056110602,-0.032586096632641,-0.057582429917417,0.0057005012207259,0.0219272923854914
0,-8.6957987042733,-0.01984478191529,-0.00168270410583204,-0.050011904291845,-0.0074454975873493
1,3.69214468396061,0.066832293676375,-0.012185271804803,-0.054462968779928,-0.0214243750387037
1,3.6559929414959,0.059140549457907,0.013686681064175,-0.152451339248145,-0.0294911862546485
1,0.216436203276899,-0.028632146168417,-0.019296050328788,0.0224550662742951,0.133938586985523
0,6.99472796877761,0.071956077577441,0.034918271431333,-0.193700648659008,0.120257287746608
1,0.588888888888903,-0.015718971514391,0.00701917231235999,-0.0686207431900998,-0.0042764413255163
1,-2.5244522070498,-0.032133076535211,-0.021032375998029,-0.0015802545044624,-0.0294200038674363
0,17.1423679658973,0.1271507275871,0.094790865538789,0.0426723808049392,-0.08994564451529
1,-4.278006827149,0.00320487482593801,-0.056428370430518,-0.048575148359604,0.0328494147689552
1,1.9496653696498,-0.011279425773427,0.012578251580687,0.133337598177253,-0.0312051926952973
1,3.0516917293233,-0.025113151631084,-0.016967608494574,0.0581586765011296,-0.0339954178642701
1,-5.6787893781956,0.0697939464240229,0.190549144556938,-0.034531279171373,-0.0311959853250352
0,18.8237806533343,-0.031547324990745,0.013676550062532,0.031719967853884,-0.111925504556276
0,4.89441552196359,-0.061677506782294,-0.094668111480503,0.0544682237347456,-0.0961211866753616
0,2.8480691056911,-0.063817246097954,-0.048973215524845,0.0314203779327961,0.0191529015499352
1,-3.1806582066657,-0.128552401381476,-0.013460403885105,0.15530795504811,0.00686719106424989
1,2.4899985318946,-0.079370064412339,-0.193809372357612,0.0875397367661935,0.119127978425212
0,-18.7201149425288,0.073936332950437,0.095895638471441,-0.168118442246779,0.241533691671657
0,8.048275862069,0.030097720270426,-0.105884837074142,-0.00111952500983101,0.0292600585014118
0,-10.1819672131148,-0.043981107971327,-0.05617731543338,-0.045206036628169,0.0006153312023153
1,0.534798534798504,-0.136618177800851,-0.123265319847661,-0.0184832167451946,0.0444303760231155
1,-1.7990251511016,0.04503314013803,0.033149112549923,-0.0572877308937153,-0.132400799596859
0,1.8068804511226,-0.041193832232933,-0.125250843030471,-0.0067156934294176,0.150296115248591
1,0.840650755231501,-0.03873907497925,-0.072954274208837,0.137268370362871,0.0076340930254941
1,6.5017162471396,-0.030968667684295,0.022446359119539,0.197780996622507,0.0410011514166747
1,0.802925192888303,-0.253337992244337,-0.246885617585142,0.0782036115032996,-0.0597099410457004
1,9.8427847490348,0.12473308821737,0.128405790237237,-0.13024715590237,0.0402660084882506
0,4.51839017360869,-0.12795142818514,-0.25301037515086,0.117112766090855,-0.043310767162429
1,11.9312929647507,0.054279205983527,-0.093611628320734,0.00330124746961551,0.02147229297958
1,0.312849586575901,-0.011510837862472,0.00714545738665595,0.23792820864751,-0.094999642845243
0,-6.18517859367491,0.0262632259546969,0.0285923713094429,0.0172179601932802,0.0098467461254961
1,-3.1100687929956,-0.0132078810950019,0.093301726877497,-0.0581402232073386,0.0272413195013291
1,-3.7202192227557,-0.00279968703590799,0.071991689090663,0.0490236541451077,0.100293712595593
0,-0.741206752971493,0.0927526667963769,0.0636019637044269,-0.0665006996232898,0.0462678818723843
0,10.3086053412463,-0.279188587516539,-0.284755462350071,-0.294815570790903,0.0844719625469367
0,-8.7015833628739,-0.0966156583450399,-0.189089781574355,0.290076701156508,-0.00555349033694291
0,6.2395726845226,-0.017459625126893,-0.041503053177061,6.65385010069908e-05,-0.0465729902289178
1,15.2265293118096,0.024724597784374,-0.018239525785309,0.0673027003674763,-0.0619351481889276
1,-0.215262589264498,0.011786839937964,-0.01506942398241,0.0528410259471779,0.0471753804769535
1,-8.349461479695,-0.018461532768044,0.166101355562144,0.0260255264136103,-0.0388148159838274
1,-3.9597684762774,0.024555414738292,0.031018708930621,-0.120617893377034,0.107140754653054
1,5.1362179487179,0.032166207124053,-0.020514274412667,-0.0154003384598058,-0.000886182176137007
1,-1.0129122065953,-0.592824081484242,-0.290111554027785,-0.0416577757559867,-0.0630918981812088
0,5.02268465243149,-0.07604851676107,-0.115457725775493,-0.233099635626343,0.274625893478976
1,1.6560235998438,0.029563106099181,-0.00322805120478298,0.00691680992306466,-0.0094769921126665
1,-1.3747692307692,0.015772292766703,-0.102499533808358,-0.178201061250195,0.0573074488079247
1,-0.448945981554601,-0.02669750476891,-0.032853046393342,0.0745826100056867,0.0655107703267069
1,4.5819421660394,0.005567870626704,0.038127540421534,-0.231495231456676,0.00545909188919303
0,3.06589011648261,0.016951349336135,-0.0146646474566691,0.292071273184262,-0.155534072760432
0,1.0504466631634,-0.190805287606424,-0.131106948676339,-0.072962106210005,-0.0719976216492594
1,-0.1722653899485,-0.144698818417253,-0.137126098173263,0.086172059710315,0.030962533552143
0,4.7031664159324,0.00864420938000099,-0.09722200574864,-0.015925394164554,-0.04617731056374
1,2.6011987090826,0.028046682411378,-0.038560006758126,0.169833395311706,-0.083312129076876
1,-3.3989000543183,0.202745924922319,0.304471846835671,-0.0932628772043604,0.0582721128984593
1,-3.8464408184799,-0.011764411203683,-0.00917432102461796,0.0558327009007504,-0.0243781740549431
0,-5.678541255985,-0.00103069697097602,-0.071154035852622,-0.087211999706425,-0.020256093239749
1,-1.3303529411765,0.00403466779945699,0.046353033579582,-0.0682049878770406,0.0754977904620373
0,-2.958433105346,-0.00265875317334102,0.025820765329261,0.27262435139493,-0.18014933911645
0,4.540016006402,-0.0699012286478311,-0.128531394610839,-0.020236837977464,-0.008917478248778
1,-0.582807581111503,0.010419297661106,0.00457613690980102,-0.0872978610277431,0.00365121079361459
1,-0.721206425153696,-0.00768015595768501,0.009884813010061,0.0931428206735764,-0.0931665188716906
0,7.6059895833333,-0.345599297665718,-0.231555503758544,0.0862632836717562,-0.177669154418096
1,7.7664314449648,-0.284397156099658,-0.141695585630604,-0.01093133948585,-0.0678120474645764
0,6.2969451329805,0.109126074635259,0.0122200505853359,-0.119139236850454,0.245972678861179
0,-1.83605011733151,-0.0337362723713051,-0.132942721347855,0.180611728641131,-0.0635031062160736
1,1.325,-0.095021905471649,0.0817635726942531,0.034548023650003,-0.0240704901697372
1,3.5757380568975,0.059936299771368,-0.000851210917730993,-0.190473779829572,-0.0411827063394281
0,11.5645389624689,0.00660492903589405,-0.112237271025609,-0.018708012222207,0.075539565119005
0,0.397810218978094,-0.019641438954214,0.014057646504353,0.003764641262892,0.138660619956104
0,-1.0414375490967,0.00199336016681301,0.00481242365427698,-0.00298538587685601,0.0181615404555687
1,-1.5656730885738,0.015141865127326,0.087197623744441,-0.0226791615949662,0.111266575375022
0,23.1098265895954,0.0481876961808591,-0.081806959561767,0.0401698398893973,-0.0970744473136975
1,-1.3407345922391,-0.067022563841419,-0.000895757753368975,0.0412012383475934,-0.06288072396476
0,10.785562042443,-0.0846617657292029,-0.168786607545728,-0.276751970974289,0.245261855935831
1,-2.3980748805098,4.06202446600057e-05,0.011700212532068,0.135783985913948,0.031592581183489
0,8.8687044445663,-0.069784970310539,-0.650522918706581,-0.242091551958947,0.221439946232804
1,2.4634299911511,0.019146107219182,0.0876738306995419,-0.05718735137931,-0.082224607612008
0,-10.4350079744813,-0.076387045205922,0.00214360554790194,-0.210640128634565,0.145915657113679
1,1.6917639322703,-0.010475498029923,-0.027138652754503,-0.01970031725709,0.00872584556348755
1,11.6849093507861,0.0495542552437631,-0.063511413785071,-0.0216142579170806,-0.00967897106155
0,-4.05682272909159,-0.024290497513575,0.000378185065301018,-0.0330839660384083,0.0371623365949604
0,8.42848114598701,-0.044641504802895,-0.012680466043331,0.437691696919289,-0.171299475594989
1,3.8927215857173,0.0231846975920961,0.101901708545979,0.301451816028457,0.001216984263997
0,11.1371736427683,-0.394824366298051,-0.553447424058528,-0.09475445937259,-0.021938223002858
1,1.8701755518265,-0.055085919206332,-0.024015688250984,-0.0789191779127156,0.0694921855948415
1,1.734126984127,0.101591426031045,0.085229269721016,-0.055692445393718,-0.102496998915211
0,25.8095684803001,0.034995988823593,0.033638761285358,-0.00484911073981091,-0.0349542417993608
1,5.3541069835157,0.031602024943776,0.042128694167727,-0.0180944267589845,-0.0497045160939341
1,2.3932143152326,-0.065299018700501,-0.00314458564101899,0.050853579317707,-0.0421893372879697
1,2.68949766827789,0.271244705423318,0.33532563689077,-0.258070693670755,-0.0840182879711974
1,-4.53676988036599,0.0354834662351149,0.130019085753461,-0.0693276090019393,0.047001311366162
1,-4.1872175454143,-0.036461431313886,-0.058104243788087,0.0739361550406477,0.0892366081072726
1,0.787469163262806,-0.00357393386268701,-0.121470383540345,0.0958396351505521,0.0672430037980155
1,0.9755101272495,0.058319182774417,-0.020958852261048,0.039997370423756,0.0531544165601754
1,5.0716421278276,0.057206137182238,-0.026552227254088,-0.0798732509946839,0.0414756523654797
0,-1.7247982391783,-0.016432148715136,-0.002235609301246,-0.001821375626054,-0.00924249131403558
1,5.179185520362,-0.10646331869117,-0.098714494753447,-0.0421816866188699,0.107250549323775
1,-1.5153355003483,-0.060314851390797,-0.18910341794307,-0.01323560389575,-0.008708356356073
0,9.01607185465451,-0.045293431273587,-0.181040104329383,0.0626273254282191,-0.0944982216020521
0,0.437229437229504,0.031452933108109,0.016471407678967,0.0485466136629345,0.094696340207848
0,-16.3138429658994,0.136674922398371,0.41845389422929,-0.300874263886378,0.232029985728752
1,-1.3340374000225,-0.00916801863981903,0.058925527904189,-0.280358189910445,0.149937537846599
1,-1.89527527009029,0.185509085533689,0.052226403057372,-0.063983090256942,0.114156476014634
0,-4.653816046966,-0.038706097008801,-0.019824283583105,-0.00484591033073575,-0.0777020212834147
0,-7.111418533158,0.00911412228980901,0.105619026774595,-0.03382225760603,-0.0053559248295914
0,-4.3110380116959,-0.874549575924253,-1.25905318114095,-0.13942323165016,0.18348071734709
1,1.9180973237913,-0.021039388818572,0.044097621804447,-0.003254631529348,-0.0561232081610862
0,-1.902251184834,0.020883180073,-0.042589537046831,-0.0126930271675548,0.014875131936533
0,-22.1423432635509,-0.84906065120171,-0.751481489167511,-0.0012416673234764,-0.0390392441725101
0,-2.0544275149815,0.0476381295456361,0.039973539143659,-0.288939507608115,0.0689363756311523
1,0.809947227644003,0.00685562288685698,0.00374873518194696,0.0497353700832061,-0.0142180920216857
0,-5.069517340743,0.077685095154387,0.0899949224943379,-0.026442418063334,-0.0523152429212089
1,3.9024190241903,-0.033376000636658,0.011449787545446,0.0232543377445379,0.0370635762950354
0,11.9349727941961,-0.073373736525436,-0.56698763937211,-0.0523737077737776,0.091529062889173
1,13.6919883264427,0.048128523193395,-0.129362426410787,0.134920994199853,-0.150600329274811
1,-3.1811801179831,-0.074368616456838,-0.028468885719543,-0.080105549923061,0.028155883601631
0,-5.4670163781547,-0.068336259389316,-0.021990817463196,-0.031848808198708,0.0152041019759634
1,4.7132104747387,-0.326153856580557,-0.297970444544595,0.104877886776774,-0.00215158825368299
0,-0.210529845741007,0.0391402686317219,0.015819526918197,0.14595952369011,-0.044871431413482
0,-4.05031897926639,-0.201645618132231,-0.134849793654549,0.0527645367059408,0.000883133775379602
1,5.4612573653997,-0.063337266357595,-0.172402640707913,0.262002141519946,-0.179099104129326
1,2.230536780746,-0.017590822975657,-0.020825125821649,-0.0827743882422467,-0.14150813086206
1,5.5890756302521,-0.037202179233488,-0.185377218044473,-0.049493978555522,-0.0371615149750268
0,0.611134953766999,-0.307005526188848,-0.401698623559329,0.0504613124684843,-0.00733079851393324
0,-14.0171966984736,0.0771570771833798,0.41264482483085,0.115294606474707,0.0931882553233532
0,-5.0379163854369,-0.044190530777996,0.0478447882190229,-0.0267018177469,0.022441921639847
0,-16.6787395089807,-0.00157194577539299,-0.0887325746375061,0.154355469836175,-0.037653076281092
0,-8.2365332344948,-0.168217064629443,-0.103731080713481,-0.05067201650896,0.150952686996852
